LAB_ID,NAME,type,DATE/TIME,PH,SPCOND,CL,SO4,CA,K,MG,NA,AL,FE,MN,SI,SR,NH4,NO3,SRP,TN_,TP_,NPOC,TC-IC,DOC,UVA254,UVA360,UVA360F,BDOC,BR,THGF,MEHGF,O-18,D,FE2,FE3,RunoffVolume_L,TEMPC
218006,S6S SURF,SURF,2/12/2009 9:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
218011,S6N SURF,SURF,3/6/2009 10:00,5.53,95.5,1.96,9.99,5.46,9.65,1.18,0.56,0.06,0.11,0.18,0.97,0.02,,,0.53,4.93,0.54,,22.63,,,,,,,,,,,,,5,2
218012,S6N SURF,SURF,3/9/2009 8:45,5.13,57.8,0.94,2.7,2.69,6.98,0.56,0.34,0.02,0.04,0.02,0.71,0.01,,,0.39,1.89,0.4,,12.84,,,,,,,,,,,,,25,10
218013,S6N SURF,SURF,3/16/2009 13:00,5.22,19.9,0.41,0.78,0.75,4.29,0.24,0.14,0.01,0.01,0,0.46,0,,,0.12,0.31,0.14,,6.75,,,,,,,,,,,,,125,7
218014,S2N SURF,SURF,3/17/2009 9:35,5.37,33.8,0.32,0.85,2.79,4.51,0.78,0.23,0.01,0.02,0,0.72,0.01,,,0.27,0.27,0.29,,8.14,,,,,,,,,,,,,35,8
347004,S2N SUB,SUB,3/17/2009 14:25,5.19,29.2,0.25,3.43,2.96,0.78,1.11,0.33,0.85,0.42,0,0.96,0.01,,,0.02,0.26,0.06,,17.55,,,,,,,,,,,,,234,11.5
218018,S2N SUB,SUB,3/18/2009 11:35,5.21,26.4,0.4,3.05,2.75,0.4,1.07,1.22,0.78,0.37,0,4.6,0.01,,,0.01,0.22,0.05,,14.46,,,,,,,,,,,,,475,3
218019,S2N SURF,SURF,3/18/2009 11:45,5.36,32.9,0.34,0.65,2.78,4.31,0.79,0.19,0.02,0.02,0,0.88,0.01,,,0.24,0.22,0.24,,9.6,,,,,,,,,,,,,30,7
218020,S6S SURF,SURF,3/18/2009 12:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8
218021,S6N SURF,SURF,3/18/2009 12:45,5.24,43.4,0.79,3.62,2.29,6.9,0.55,0.25,0.08,0.08,0,1.95,0.01,,,0.17,0.79,0.25,,20.15,,,,,,,,,,,,,65,13
218023,S2N SUB,SUB,3/19/2009 14:15,5.33,34.4,0.43,4.34,3.5,0.54,1.36,1.65,0.95,0.47,0,6.37,0.01,,,0.01,0.24,0.05,,18.32,,,,,,,,,,,,,55,2
347010,S2S SUB,SUB,3/23/2009 7:21,4.99,37.3,0.69,4.22,4.27,0.65,1.28,0.27,0.48,0.11,0,0.38,0.02,,,0.01,0.73,0,,26.64,,,,,,,,,-14.25,-99.15,,,,
347011,S2S SUB,SUB,3/23/2009 8:41,5.02,32.4,0.41,3.85,3.8,0.68,1.12,0.26,0.56,0.15,0,0.58,0.02,,,0.01,0.48,0.05,,25.9,,,,,,,,,-13.07,-93.04,,,,
347009,S2S SURF,SURF,3/23/2009 9:32,5.22,32,0.32,2.27,1.89,3.64,0.45,0.06,0.04,0.05,0,0.1,0.01,,,0.23,1.15,0.24,,11.98,,,,,,,,,-14.71,-101.63,,,,
347012,S2S SUB,SUB,3/23/2009 10:11,5.02,31.5,0.42,3.77,3.7,0.56,1.09,0.27,0.61,0.16,0,0.63,0.02,,,0.01,0.45,0.05,,25.43,,,,,,,,,-12.82,-90.81,,,,
347013,S2S SUB,SUB,3/23/2009 11:00,5.04,31.1,0.34,3.75,3.69,0.59,1.09,0.27,0.63,0.14,0,0.65,0.02,,,0,0.44,0.05,,25.04,22.86,0.94,,,,,,,-13.28,-91.19,,,160,
347014,S2N SURF,SURF,3/23/2009 11:30,5.33,29.6,0.15,1.81,2.74,2.45,0.96,0.11,0.1,0.05,0,0.26,0.01,,,0.13,0.17,0.14,,10.44,,,,,,,,,,,,,346,
218033,S6N SURF,SURF,3/23/2009 12:50,5.34,34.6,0.53,3.08,2.03,5.71,0.57,0.28,0.08,0.1,0,0.98,0.01,,,0.12,0.57,0.14,,18.84,,,,,,,,,,,,,205,5
218034,S6S SURF,SURF,3/23/2009 13:10,5.31,37,0.43,4.54,2.76,5.91,0.74,0.29,0.09,0.06,0.01,0.42,0.01,,,0.06,0.37,0.15,,25.35,,,,,,,,,,,,,105,5
347020,S2S SUB,SUB,3/23/2009 13:14,5.09,30.6,0.37,3.8,3.89,0.56,1.14,0.3,0.63,0.16,0,0.7,0.02,,,0,0.42,0.05,,23.96,23.25,0.91,,,,,,,-12.92,-90.32,,,,
218035,S2N SURF,SURF,3/23/2009 13:20,5.35,28.1,0.28,1.72,2.66,2.19,0.95,0.37,0.06,0.04,0,1.19,0.01,,,0.13,0.14,0.15,,10.95,,,,,,,,,,,,,355,3
218036,S2S SUB,SUB,3/23/2009 13:35,4.98,30.8,0.44,3.83,3.76,0.31,1.11,1.08,0.61,0.15,0,3.42,0.02,,,0,0.41,0.05,,26.26,,,,,,,,,,,,,115,2
218037,S2S SURF,SURF,3/23/2009 13:40,5.12,44.4,0.72,3.48,2.58,4.59,0.61,0.2,0.02,0.02,0,0.77,0.01,,,0.25,1.2,0.27,,14.91,,,,,,,,,,,,,15,6
347021,S2S SUB,SUB,3/23/2009 13:51,,30.7,0.41,3.8,3.73,0.52,1.1,0.28,0.65,0.16,0,0.69,0.02,,,0,0.41,0.05,,25.72,,,,,,,,,-7.12,-42.65,,,,
347022,S2S SUB,SUB,3/23/2009 15:50,,29.8,0.34,3.63,3.85,0.54,1.11,0.28,0.66,0.16,0,0.71,0.02,,,0,0.43,0.05,,24.96,22.33,0.94,,,,,,,-13.29,-88.77,,,,
347023,S2S SUB,SUB,3/23/2009 21:58,,30,0.48,3.69,3.66,0.51,1.07,0.28,0.71,0.16,0,0.74,0.02,,,0,0.39,0.05,,24.76,,,,,,,,,-13.65,-92.61,,,,
347024,S2S SUB,SUB,3/24/2009 1:16,5.09,28.4,0.29,3.3,3.65,0.51,1.03,0.25,0.61,0.12,0,0.62,0.02,,,0,0.35,0.05,,25.7,22.47,0.97,,,,,,,-13.65,-92.61,,,,
347025,S2S SUB,SUB,3/24/2009 8:59,,28.6,0.28,3.36,3.64,0.52,1.06,0.28,0.73,0.13,0,0.73,0.02,,,0,0.33,0.05,,23.74,21.12,0.92,,,,,,,-13.06,-90.59,,,,
218040,S6N SUB,SUB,3/24/2009 12:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,17
347018,S2S SUB,SUB,3/24/2009 13:20,,29.3,0.28,3.49,3.74,0.53,1.1,0.29,0.86,0.24,0,0.79,0.02,,,0,0.32,0.05,,23.4,21.41,0.93,,,,0.05,,,-13.52,-92.65,,,340,
347019,S2S SURF,SURF,3/24/2009 13:30,,38,0.47,2.09,3.02,4.16,0.62,0.06,0.06,0.06,0,0.14,0.01,,,0.22,0.94,0.26,,14.23,13.87,0.6,,,3.41,0.157,,,-14.32,-99.39,,,7,
347026,S2N SUB,SUB,3/24/2009 14:25,,23.4,0.23,2.19,2.36,0.69,0.87,0.25,0.45,0.15,0,0.55,0.01,,,0.01,0.16,0,,11.56,9.72,0.45,,,1.2,0.02,,,,,,,230,
347027,S2N SURF,SURF,3/24/2009 14:30,,35.9,0.21,1.79,3.53,2.87,1.15,0.12,0.06,0.03,0,0.27,0.01,,,0.17,0.2,0.2,,11.52,11.62,0.49,,,2.63,0.126,,,,,,,82,
347029,S6N SURF,SURF,3/24/2009 15:05,,46.7,0.42,3.57,3.48,6.78,0.89,0.11,0.15,0.13,0.02,0.4,0.01,,,0.16,0.65,0.2,,26.97,23.54,1,,,6.16,0.154,,,,,,,35,
347030,S6S SURF,SURF,3/24/2009 15:15,,36.2,0.5,3.11,3.21,5.73,0.83,0.2,0.12,0.08,0,0.23,0.01,,,0.11,0.35,0.16,,27.7,25.84,0.92,,,6.8,0.183,,,,,,,75,
347031,S6S SUB,SUB,3/24/2009 15:20,,33.7,0.56,4.54,3.48,1.55,1.09,0.46,0.51,0.27,0,0.61,0.02,,,0,0.22,0,,13.15,11.62,0.46,,,1.5,0.03,,,,,,,,
347041,S2S SUB,SUB,3/24/2009 17:39,,28.3,0.52,2.88,3.61,0.58,1.05,0.32,0.8,0.27,0,0.75,0.02,,,0.01,0.28,0,,24.48,,,,,,,,,-13.17,-91.91,,,,
347038,S2S SURF,SURF,3/24/2009 19:02,,30.1,0.51,2.14,2.67,3.44,0.74,0.18,0.23,0.14,0,0.25,0.01,,,0.16,0.59,0.17,,19.89,,,,,,,,,-5.65,-36.95,,,,
347042,S2S SUB,SUB,3/24/2009 20:26,,27.1,0.5,2.47,3.57,0.71,0.99,2.72,0.56,0.11,0,0.47,0.02,,,0,0.28,0,,25.72,,,,,,,,,-14.25,-97.64,,,,
347039,S2S SURF,SURF,3/24/2009 21:05,,24.9,0.5,2.19,2.56,2.54,0.81,0.49,0.27,0.11,0,0.24,0.01,,,0.06,0.28,0.09,,16.72,,,,,,,,,-5.39,-41.88,,,,
347043,S2S SUB,SUB,3/24/2009 21:52,,25.3,0.52,2.27,3.35,0.86,0.93,2.02,0.51,0.11,0,0.36,0.01,,,0,0.27,0,,23.21,,,,,,,,,-13.41,-93.69,,,,
347040,S2S SURF,SURF,3/24/2009 22:27,5.23,23.2,0.49,2.13,2.37,1.9,0.75,0.4,0.28,0.12,0,0.24,0.01,,,0.04,0.23,0.07,,16.21,,,,,,,,,-13.02,-89.06,,,,
347044,S2S SUB,SUB,3/24/2009 23:47,5.1,24.4,0.47,2.33,3.18,0.79,0.88,0.64,0.49,0.1,0,0.38,0.01,,,0.01,0.26,0,,21.63,,,,,,,,,-6.25,-45.68,,,,
347045,S2S SUB,SUB,3/25/2009 7:47,,25.1,0.48,2.4,3.09,0.69,0.88,0.65,0.61,0.18,0,0.51,0.01,,,0.01,0.25,0,,21.41,,,,,,,,,-13.85,-91.97,,,,
218041,S2S SUB,SUB,3/25/2009 7:55,5.31,26.9,0.46,2.97,3.3,0.42,0.93,0.81,0.52,0.13,0,2.39,0.01,,,0,0.33,0,,22.74,,,,,,,,,,,,,735,3
218042,S2N SUB,SUB,3/25/2009 8:35,5.15,22.7,0.35,2,2.32,0.51,0.83,0.82,0.36,0.11,0,2.29,0.01,,,0.01,0.15,0,,12.61,,,,,,,,,,,,,595,2
218043,S6N SUB,SUB,3/25/2009 8:50,5.2,36.6,0.59,4.57,3.87,2.33,1.13,0.9,0.9,0.54,0,2.93,0.01,,,0.03,0.39,0.1,,21.25,,,,,,,,,,,,,25,14
347046,S2S SUB,SUB,3/25/2009 10:13,,25.4,0.48,2.4,3.23,0.66,0.92,0.23,0.59,0.11,0,0.52,0.01,,,0,0.25,0,,21.81,,,,,,,,,-7.67,-52.02,,,,
347047,S2N SUB,SUB,3/25/2009 11:35,,23.2,0.45,1.94,2.39,0.88,0.87,0.27,0.38,0.13,0,0.48,0.01,,,0.01,0.12,0,,12.01,,,,,,,,,,,,,43,
347049,S6S SUB,SUB,3/25/2009 12:05,,38.9,0.56,5.6,3.92,1.67,1.2,1.02,0.5,0.26,0,0.59,0.02,,,0,0.22,0,,15.84,,,,,,,,,,,,,135,
218045,S2S SURF,SURF,3/26/2009 11:45,5.32,27.4,0.39,2.27,2.57,1.8,0.75,0.48,0.26,0.12,0,1.22,0.01,,,0.04,0.28,0.08,,18.43,,,,,,,,,,,,,120,5
218046,S2S SUB,SUB,3/26/2009 11:55,5.11,29.2,0.4,3.09,3.33,0.26,0.98,1.02,0.73,0.27,0,3.57,0.01,,,0,0.28,0,,23.47,,,,,,,,,,,,,210,2
218047,S2N SURF,SURF,3/26/2009 12:10,5.32,37.1,0.3,1.47,3.42,2.69,1.13,0.38,0.05,0.03,0,1.39,0.01,,,0.17,0.2,0.2,,13.1,,,,,,,,,,,,,245,3
218048,S2N SUB,SUB,3/26/2009 12:20,5.27,26.1,0.45,2.33,2.61,0.53,0.94,0.96,0.33,0.1,0,2.7,0.01,,,0,0.17,0,,13.31,,,,,,,,,,,,,135,2
218049,S6N SURF,SURF,3/26/2009 12:50,5.34,60,0.91,6.51,4.02,7.49,1,0.48,0.2,0.13,0.01,3.08,0.01,,,0.13,0.67,0.17,,31.27,,,,,,,,,,,,,170,8
218050,S6S SURF,SURF,3/26/2009 13:00,5.35,42,0.56,3.24,3.68,5.68,0.92,0.28,0.11,0.08,0,1.25,0.01,,,0.13,0.47,0.16,,34.73,,,,,,,,,,,,,216,8
218051,S6S SUB,SUB,3/26/2009 13:10,5.25,45.4,0.3,7.86,4.36,1.77,1.32,1.34,0.42,0.2,0,3.47,0.02,,,0,0.24,0,,17.65,,,,,,,,,,,,,255,7
218053,S2S SUB,SUB,3/30/2009 6:30,5.1,29.6,0.15,3.07,3.35,0.27,1.01,1.07,0.85,0.35,0,3.93,0.01,,,0,0.33,0,,23.85,,,,,,,,,,,,,15,5
218054,S2N SURF,SURF,3/30/2009 6:45,5.29,29.9,0.36,0.66,2.66,2.57,0.88,0.25,0.01,0.01,0.01,0.66,0.01,,,0.27,0.57,0.29,,11.72,,,,,,,,,,,,,8,6
218055,S6N SURF,SURF,3/30/2009 7:05,5.19,42.5,0.48,4.24,2.41,5.45,0.64,0.41,0.05,0.06,0.01,0.99,0.01,,,0.18,0.73,0.22,,18.17,,,,,,,,,,,,,7,9
218059,S2N SURF,SURF,4/1/2009 10:50,5.35,33.1,0.33,0.48,3.23,2.89,1.04,0.22,0,0.02,0.01,0.9,0.01,,,0.32,0.6,0.35,,15.6,,,,,,,,,,,,,3,6
218064,S2N SURF,SURF,4/8/2009 7:10,5.32,42.1,0.17,1.1,4.04,2.75,1.43,0.44,0.05,0.03,0,1.88,0.01,,,0.15,0.43,0.18,,12.67,,,,,,,,,,,,,80,6
218068,S6N SURF,SURF,4/8/2009 8:30,5.49,29.8,0.07,1.79,2.29,3.68,0.54,0.32,0.08,0.07,0,1.5,0.01,,,0.21,1.09,0.26,,16.46,,,,,,,,,,,,,25,10
347058,S2N SURF,SURF,4/8/2009 12:45,5.73,18.6,0.4,0.59,1.69,2.01,0.62,0.13,0.02,0.02,0,0.09,0.01,,,0.15,0.34,0.2,,7.1,,,,,,,,,,,,,,
218078,S6S SUB,SUB,4/9/2009 7:25,5.1,17.5,0.05,2.68,1.42,0.5,0.43,0.45,0.09,0.02,0,0.14,0.01,,,0,0.11,0.02,,6.24,,,,,,,,,,,,,1,8
218079,S2N SURF,SURF,4/9/2009 8:05,5.79,44.1,0.17,1.37,4.05,3.21,1.54,0.51,0.06,0.03,0,2.19,0.01,,,0.13,0.51,0.16,,13.14,,,,,,,,,,,,,55,4
218081,S2N SURF,SURF,4/10/2009 8:30,5.3,30,0.08,0.81,2.73,2.47,0.96,0.17,0.02,0.02,0.01,1.02,0.01,,,0.18,0.67,0.22,,10.76,,,,,,,,,,,,,25,0
218082,S6N SURF,SURF,4/10/2009 9:10,5.27,47.5,0.33,3.43,3.13,6.23,0.74,0.4,0.13,0.1,0,2.29,0.01,,,0.26,2.06,0.37,,34.72,,,,,,,,,,,,,7,9
347064,S2N SURF,SURF,4/10/2009 14:15,,202.5,0.4,0.66,2.1,2.14,0.68,0.22,0.02,0.03,0,0.12,0.01,,,0.16,0.52,0.19,,7.8,,,,,,,,,,,,,10,
218085,S2N SURF,SURF,4/11/2009 7:40,5.18,25.3,0.06,0.35,2.42,2.14,0.76,0.08,0.01,0.01,0,0.68,0.01,,,0.18,0.56,0.22,,5.15,,,,,,,,,,,,,25,9
218086,S6N SURF,SURF,4/11/2009 8:00,5.27,50.6,0.29,3.56,3.84,6.84,0.89,0.39,0.18,0.13,0,2.64,0.01,,,0.23,2.08,0.32,,26.94,,,,,,,,,,,,,8,9
218087,S6S SUB,SUB,4/11/2009 8:10,5.11,17.9,0.09,2.84,1.66,0.73,0.5,0.51,0.08,0.01,0,0.06,0.01,,,0,0.11,0.01,,6.04,,,,,,,,,,,,,1,8
347068,S2S SUB,SUB,4/11/2009 19:09,5.19,18.1,0.42,1.82,2.15,0.43,0.59,0.19,0.34,0.13,0,0.29,0.01,,,0,0.18,0.03,,13.42,,,,,,,,,-12.54,-90.24,,,,
218089,S2N SURF,SURF,4/12/2009 8:30,5.28,27.1,0.03,0.29,2.75,2.39,0.8,0.07,0.01,0.01,0,0.68,0.01,,,0.23,0.63,0.24,,5.49,,,,,,,,,,,,,17,10
218090,S2S SUB,SUB,4/12/2009 8:40,5.07,21.3,0.13,2.21,2.43,0.16,0.67,0.78,0.36,0.14,0,1.86,0.01,,,0,0.19,0.02,,13.13,,,,,,,,,,,,,11,7
347069,S2S SUB,SUB,4/12/2009 15:15,,24.4,0.49,2.65,2.81,0.55,0.86,0.31,0.83,0.39,0,0.85,0.01,,,0,0.25,0.03,,17.97,,,,,,,,,-7.28,-42.82,,,,
347070,S6N SURF,SURF,4/12/2009 15:35,,43.4,0.52,3.18,4.74,5.78,1.16,0.17,0.3,0.21,0.02,0.59,0.02,,,0.17,1.79,0.26,,39.23,,,,,,,,,,,,,25,
347075,S2S SUB,SUB,4/12/2009 17:12,,25.2,0.45,2.11,3.2,0.58,0.92,0.23,0.71,0.26,0,0.73,0.01,,,0.01,0.39,0.04,,24.02,,,,,,,,,-13.99,-101.66,,,,
347076,S2S SUB,SUB,4/12/2009 20:35,,25.3,0.48,2.17,3.13,0.59,0.89,0.24,0.61,0.19,0,0.69,0.01,,,0.01,0.31,0.03,,23.91,,,,,,,,,-13.32,-94.53,,,,
347077,S2S SUB,SUB,4/13/2009 4:31,,26.1,0.42,2.34,2.97,0.5,0.88,0.26,0.68,0.24,0,0.77,0.01,,,0.01,0.27,0.03,,21.17,,,,,,,,,-7.16,-43.91,,,,
218091,S6N SURF,SURF,4/13/2009 7:30,5.31,44.7,0.43,3.26,4.34,4.37,1.05,0.51,0.24,0.15,0,2.9,0.01,,,0.15,1.6,0.23,,28.39,,,,,,,,,,,,,45,13
218092,S2N SURF,SURF,4/13/2009 8:00,5.35,37.5,0.27,0.45,4.07,3.2,1.13,0.11,0.01,0.01,0,1.21,0.02,,,0.32,1.39,0.42,,9.15,,,,,,,,,,,,,8,13
218093,S2S SURF,SURF,4/13/2009 8:15,5.34,59.1,0.6,2.11,5.5,5.07,1.22,0.26,0.06,0.12,0.02,2.12,0.02,,,0.3,1.45,0.33,,26.02,,,,,,,,,,,,,3,10
347078,S2S SUB,SUB,4/13/2009 9:40,5.15,26.7,0.41,2.45,2.91,0.5,0.89,0.28,0.79,0.34,0,0.84,0.01,,,0.01,0.26,0.03,,18.64,16.45,0.78,,,,,,,-13.4,-91.78,,,315,
218094,S2S SUB,SUB,4/13/2009 13:00,5.14,26.1,0.21,2.61,3.03,0.23,0.9,1.05,0.75,0.35,0,4.25,0.01,,,0.01,0.27,0.02,,18.58,,,,,,,,,,,,,325,5
347081,S2S SUB,SUB,4/13/2009 13:16,5.14,25.6,0.45,2.16,2.91,0.52,0.85,0.26,0.52,0.17,0,0.69,0.01,,,0,0.29,0.03,,21.35,,,,,,,,,-13.71,-94.72,,,,
347089,S2S SUB,SUB,4/13/2009 17:43,,20.8,0.45,1.65,2.87,0.7,0.79,0.2,0.51,0.14,0,0.53,0.01,,,0.01,0.31,0.03,,21.8,,,,,,,,,-14.69,-104.24,,,,
347090,S2S SUB,SUB,4/13/2009 21:02,,21.1,0.42,1.75,2.81,0.41,0.75,0.67,0.57,0.06,0,0.6,0.01,,,0.01,0.29,0.03,,20.79,,,,,,,,,-7.03,-47.35,,,,
347091,S2S SUB,SUB,4/14/2009 4:40,,22.7,0.43,2.03,2.74,0.24,0.76,0.83,0.68,0.13,0,0.73,0.01,,,0.01,0.31,0.04,,19.23,,,,,,,,,-14.09,-98.08,,,,
218095,S2S SURF,SURF,4/14/2009 9:30,5.22,34.7,0.36,0.86,2.76,3.09,0.65,0.13,0.04,0.07,0.01,1.08,0.01,,,0.18,0.48,0.2,,12.8,,,,,,,,,,,,,15,8
218096,S2N SURF,SURF,4/14/2009 9:40,5.38,49,0.43,1.04,5.68,3.96,1.47,0.15,0.02,0.02,0,2.03,0.02,,,0.41,2.53,0.55,,15.36,,,,,,,,,,,,,5,11
347092,S2S SUB,SUB,4/14/2009 10:40,5.18,23.7,0.39,2.16,2.66,0.19,0.77,0.87,0.79,0.23,0,0.81,0.01,,,0.01,0.26,0.03,,18.59,,,,,,,,,-14.11,-95.55,,,,
218097,S6N SURF,SURF,4/14/2009 13:00,5.23,50.1,0.47,4.59,4.46,4.97,1.03,0.54,0.21,0.15,0,3.41,0.01,,,0.23,1.99,0.31,,31.64,,,,,,,,,,,,,3,17
218098,S2S SUB,SUB,4/14/2009 14:20,5.12,24.2,0.46,2.14,2.84,0.35,0.83,0.97,0.6,0.23,0,3.64,0.01,,,0.01,0.23,0.02,,16.32,,,,,,,,,,,,,475,5
347093,S2S SUB,SUB,4/14/2009 14:50,,22.2,0.43,1.87,2.69,0.23,0.73,0.77,0.59,0.08,0,0.65,0.01,,,0.01,0.34,0.03,,20.14,,,,,,,,,-14.54,-100.66,,,,
347094,S2S SUB,SUB,4/14/2009 16:14,,20.5,0.41,1.52,2.59,0.3,0.68,0.59,0.49,0.01,0,0.49,0.01,,,0.01,0.28,0.04,,20.45,,,,,,,,,-14.05,-104.46,,,,
347095,S2S SUB,SUB,4/14/2009 17:37,,20.5,0.44,1.49,2.62,0.42,0.69,0.65,0.51,0.02,0,0.49,0.01,,,0.01,0.31,0.03,,20.53,,,,,,,,,-14.62,-105.01,,,,
347096,S2S SUB,SUB,4/14/2009 21:01,,20.1,0.44,1.56,2.56,0.32,0.68,0.63,0.53,0.02,0,0.53,0.01,,,0.01,0.29,0.03,,19.47,,,,,,,,,-14.99,-103.91,,,,
347097,S2S SUB,SUB,4/15/2009 0:56,5.13,21.5,0.46,1.76,2.59,0.26,0.71,0.71,0.63,0.1,0,0.61,0.01,,,0.01,0.33,0.03,,18.77,,,,,,,,,,,,,,
347098,S2S SUB,SUB,4/15/2009 10:07,,22.6,0.43,1.99,2.73,0.21,0.78,0.92,0.7,0.15,0,0.74,0.01,,,0.01,0.27,0.03,,17.82,,,,,,,,,-14.24,-100.93,,,,
218099,S6S SUB,SUB,4/15/2009 13:05,5.58,7.1,0.36,1.16,0.58,0.19,0.15,0.13,0.04,0,0,0.17,0,,,0,0.06,0.01,,2.27,,,,,,,,,,,,,2,23
347087,S2S SURF,SURF,4/15/2009 13:37,5.26,30.1,0.47,0.86,2.52,2.68,0.65,0.05,0.04,0.09,0,0.16,0.01,,,0.12,0.51,0.14,,13.57,,,,,,,,,-16.49,-119.83,,,,
218100,S2S SUB,SUB,4/15/2009 14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475,3
347088,S2S SURF,SURF,4/15/2009 16:54,,17.9,0.42,0.89,1.72,1.86,0.54,0.09,0.17,0.09,0,0.19,0.01,,,0.08,0.3,0.1,,13.49,,,,,,,,,-16.81,-120,,,,
347099,S2S SUB,SUB,4/16/2009 9:50,,21,0.41,1.75,2.31,0.26,0.66,2.89,0.65,0.14,0,0.64,0.01,,,0.01,0.24,0.03,,16.44,13.75,0.66,,,,,,,-14.8,-105.34,,,475,
347100,S2S SURF,SURF,4/16/2009 10:05,,17.2,0.4,0.88,1.54,1.59,0.48,0.23,0.17,0.03,0,0.18,0.01,,,0.07,0.25,0.1,,12.5,10.04,0.48,,,,,,,,,,,50,
218101,S2N SUB,SUB,4/16/2009 11:50,5.31,25.4,0.45,1.83,2.66,0.54,1.02,1.12,0.48,0.24,0,3.87,0.01,,,0.01,0.15,0.02,,8.59,,,,,,,,,,,,,175,15
218102,S2N SURF,SURF,4/16/2009 12:00,5.36,67.1,0.79,1.64,7.3,5.15,1.83,0.19,0.02,0.03,0,3.04,0.03,,,0.46,3.21,0.58,,21.09,,,,,,,,,,,,,3,17
218103,S2S SUB,SUB,4/16/2009 12:10,5.06,21.3,0.49,1.64,2.42,0.41,0.69,0.77,0.46,0.15,0,2.7,0.01,,,0.01,0.18,0.02,,15.09,,,,,,,,,,,,,580,5
218104,S6S SURF,SURF,4/16/2009 12:30,5.34,26.4,0.5,0.8,2.44,3.95,0.62,0.08,0.02,0.01,0,1.02,0.01,,,0.21,0.79,0.25,,14.1,,,,,,,,,,,,,235,7
347109,S2S SUB,SUB,4/16/2009 12:58,,18.2,0.42,1.24,2,0.31,0.52,0.44,0.39,0,0,0.35,0.01,,,0.01,0.24,0.03,,16.27,,,,,,,,,-13.6,-102.8,,,,
347111,S2S SUB,SUB,4/17/2009 1:13,,17.9,0.44,1.4,1.88,0.31,0.5,0.52,0.39,0,0,0.39,0.01,,,0,0.24,0.03,,14.54,,,,,,,,,-15.53,-110.94,,,,
347112,S2S SUB,SUB,4/17/2009 3:17,5.05,19.6,0.42,1.41,1.8,0.23,0.47,0.51,0.38,0,0,0.39,0.01,,,0,0.21,0.03,,15.39,,,,,,,,,-15.52,-109.13,,,,
347113,S2S SUB,SUB,4/17/2009 8:54,,17.8,0.43,1.38,1.92,0.26,0.51,0.53,0.41,0,0,0.4,0.01,,,0,0.28,0.03,,15.91,,,,,,,,,-15.52,-110.65,,,,
218105,S2S SUB,SUB,4/17/2009 9:05,5.06,18.2,0.41,1.24,2.13,0.42,0.6,0.57,0.36,0.11,0,1.79,0.01,,,0.01,0.21,0.02,,13.29,,,,,,,,,,,,,700,6
218106,S2S SURF,SURF,4/17/2009 9:10,5.16,20.4,0.43,0.67,1.59,1.72,0.44,0.08,0.03,0.03,0,0.38,0.01,,,0.1,0.24,0.12,,4.93,,,,,,,,,,,,,65,13
218107,S6S SUB,SUB,4/17/2009 9:35,5.21,36.4,0.53,3.05,3.62,1.52,1.12,1.11,0.4,0.19,0,3.05,0.02,,,0,0.14,0.02,,10.01,,,,,,,,,,,,,215,7
347118,S2S SUB,SUB,4/17/2009 13:31,,15.2,0.39,1.09,1.61,0.35,0.41,0.39,0.34,0,0,0.26,0,,,0.01,0.45,0.05,,14.67,,,,,,,,,-15.78,-113.12,,,,
347110,S2S SURF,SURF,4/17/2009 14:12,,20.8,0.42,0.69,1.42,1.59,0.34,0.01,0.01,0,0,0.06,0,,,0.1,0.4,0.12,,5.65,,,,,,,,,-16.22,-118.89,,,,
347104,S6S SUB,SUB,4/17/2009 16:15,,33.7,0.48,2.87,3.51,1.53,1.03,1.05,0.44,0.07,0,0.66,0.01,,,0,0.15,0.03,,11.14,,,,,,,,,,,,,62,
347105,S6S SURF,SURF,4/17/2009 16:20,,28.6,0.53,1.31,2.67,3.54,0.6,0.02,0.04,0,0,0.26,0.01,,,0.18,1.32,0.28,,26.67,,,,,,,,,,,,,115,
218108,S2S SUB,SUB,4/17/2009 17:05,5.11,16.4,0.44,1.04,1.92,0.44,0.54,0.47,0.3,0.08,0,1.22,0.01,,,0.01,0.33,0.04,,12.42,,,,,,,,,,,,,400,3
347119,S2S SUB,SUB,4/17/2009 22:47,,16.4,0.41,1.24,1.85,0.28,0.49,0.51,0.4,0,0,0.35,0.01,,,0.01,0.38,0.04,,14.84,,,,,,,,,-15.65,-111.25,,,,
218109,S2S SUB,SUB,4/18/2009 7:20,5.4,19.1,0.43,1.36,2.18,0.36,0.63,0.69,0.43,0.15,0,2.19,0.01,,,0.01,0.22,0.02,,13.63,,,,,,,,,,,,,235,4
347120,S2S SUB,SUB,4/18/2009 8:01,,17.5,0.41,1.39,1.95,0.26,0.54,0.6,0.44,0.02,0,0.44,0.01,,,0.01,0.28,0.03,,14.94,,,,,,,,,-13.41,-99.31,,,,
347121,S2S SUB,SUB,4/18/2009 12:03,,17.5,0.4,1.37,1.88,0.22,0.5,0.55,0.41,0,0,0.41,0.01,,,0.01,0.31,0.04,,15.31,,,,,,,,,-16.02,-112.45,,,,
